algorithm,seed,environment_steps,actor_loss,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,agent2/mean_episode_returns,agent2/std_episode_returns,agent3/mean_episode_returns,agent3/std_episode_returns,entropy,loss,mean_episode_length,mean_episode_returns,mean_episode_time,std_episode_length,std_episode_returns,std_episode_time,updates,value_loss
ia2c,2,9000000,-0.4521947205066681,0.9,0.29999998,0.8,0.4,0.9,0.29999998,0.8,0.4,1.0896652936935425,18.83610725402832,500.0,3.4,2.2488257649994923,0.0,0.66332495,0.0002807929710843,1800,38.576602935791016
ia2c,2,9500000,0.0268746390938758,0.6,0.66332495,0.6,0.48989797,0.9,0.7,0.8,0.6,1.107651710510254,35.722930908203125,500.0,2.9,2.2286641248952948,0.0,1.7578394,0.0001967664137642,1900,71.3921127319336
ia2c,2,10000000,-0.1235740706324577,1.2,0.4,1.6,0.9165151,1.2,0.7483314,0.8,0.7483315,1.4226422309875488,20.589874267578125,500.0,4.8,2.0593005551971144,0.0,1.2489996,0.0004262120952434,2000,41.42689514160156
ia2c,2,10500000,-0.131211370229721,1.0,0.4472136,1.4,1.1135528,1.1,0.53851646,1.0,0.4472136,1.242782473564148,21.857515335083008,500.0,4.5,1.961973632499576,0.0,1.2845232,0.0001683819577326,2100,43.97745513916016
ia2c,2,11000000,-0.1105980947613716,1.5,0.8062258,1.6,0.8,1.3,0.64031243,1.4,0.48989794,1.6015558242797852,12.311811447143556,500.0,5.8,1.9879617479993608,0.0,1.7776388,0.0002876812441006,2200,24.844820022583008
ia2c,2,11500000,-0.2385966479778289,1.5,0.5,1.4,0.66332495,1.5,0.67082036,1.3,0.45825756,1.726853847503662,9.524853706359863,500.0,5.7,2.235374531800334,0.0,1.6763054,0.0003017397590176,2300,19.526901245117188
ia2c,2,12000000,-0.1793420612812042,1.0,0.4472136,1.2,0.59999996,1.4,0.48989797,1.3,0.64031243,1.5691726207733154,7.76458215713501,500.0,4.9,1.9477981624018867,0.0,1.7578396,0.0002322238235044,2400,15.88784885406494
ia2c,2,12500000,-0.1899638921022415,2.1,1.0440307,1.9,0.83066237,1.8,0.7483314,2.1,0.9433981,1.423557996749878,11.266386985778809,500.0,7.9,1.903381963004358,0.0,1.9723083,0.0002905728378239,2500,22.912702560424805
ia2c,2,13000000,-0.2947973608970642,2.1,1.2206556,1.7,0.45825756,1.6,1.019804,2.1,0.9433981,1.286978244781494,8.92519760131836,500.0,7.5,2.0194242896017385,0.0,2.0615528,0.0002955076219363,2600,18.43998908996582
ia2c,2,13500000,0.0558590218424797,2.0,0.7745967,1.9,1.2206554,2.0,1.0954452,1.8,0.87177974,1.2451879978179932,9.146663665771484,500.0,7.7,2.254909939400386,0.0,2.3259406,0.0002167584494415,2700,18.181610107421875
ia2c,2,14000000,-0.1855359077453613,2.4,1.0198039,2.1,0.8306624,2.3,1.0999999,1.9,0.53851646,1.0733642578125,8.952884674072266,500.0,8.7,1.9765020995007945,0.0,1.6763054,0.0002650030045739,2800,18.276840209960938
ia2c,2,14500000,-0.2700908780097961,2.9,1.1357816,2.2,0.87177974,2.6,1.1999999,3.0,1.264911,1.400697946548462,12.22446346282959,500.0,10.7,1.9572328284019025,0.0,2.8653097,0.0002396023382456,2900,24.98910903930664
ia2c,2,15000000,-0.004554143641144,3.9,1.2206556,2.8,1.3266499,4.3,1.5524175,4.1,2.1656406,0.9599273204803468,19.740169525146484,500.0,15.1,2.276482830400346,0.0,4.229657,0.0002589293166959,3000,39.48944854736328
ia2c,2,15500000,-0.0268030278384685,4.3,1.7349352,3.4,1.8547237,3.5,1.2845232,4.0,1.7888544,0.8977031111717224,19.118444442749023,500.0,15.2,2.065830273002212,0.0,3.544009,0.0002968284762904,3100,38.29049682617188
ia2c,2,16000000,-0.4054079949855804,3.6,1.1999999,2.9,1.3747727,3.6,1.0198039,3.5,0.92195445,1.0613552331924438,13.73098087310791,500.0,13.6,5.97026954350149,0.0,2.87054,0.0009995890410669,3200,28.272777557373047
ia2c,2,16500000,-0.2993811666965484,3.6,1.2806249,3.2,1.1661904,4.1,2.0712316,4.2,2.1817424,0.8092989921569824,16.58794593811035,500.0,15.1,2.58798696060112,0.0,5.0289164,0.0004022348712905,3300,33.774654388427734
ia2c,2,17000000,-0.4671983420848846,6.3,1.0049876,5.9,1.3747727,5.6,1.3564659,5.2,1.4696939,0.663196861743927,20.32433319091797,500.0,23.0,2.156699106300948,0.0,3.1304953,0.0005494449570876,3400,41.58306121826172
ia2c,2,17500000,-0.3639718890190124,5.5,1.8574176,4.4,2.2449944,5.5,1.6278821,4.4,1.2806249,0.7452852725982666,15.84033203125,500.0,19.8,2.185590675701678,0.0,5.617829,0.0001687229760017,3500,32.40860748291016
ia2c,2,18000000,-0.2743708491325378,5.3,1.9519219,6.1,2.0223749,5.4,2.9393876,4.7,1.8466185,0.8394085168838501,14.734844207763672,500.0,21.5,2.014538129202265,0.0,7.5,0.0002896155013605,3600,30.018430709838867
ia2c,2,18500000,-0.178052008152008,3.5,2.0615528,4.8,2.039608,5.2,2.4819345,3.7,1.734935,0.8043321967124939,11.696167945861816,500.0,17.2,2.201862082599837,0.0,7.4135013,0.0002574185566865,3700,23.74843978881836
ia2c,2,19000000,0.0156296901404857,3.8,1.4696939,2.8,1.4,3.0,0.8944272,3.7,1.2688577,1.4106401205062866,7.944829940795898,500.0,13.3,8.226008823998564,0.0,4.172529,0.0004750269782005,3800,15.858400344848633
ia2c,2,19500000,-0.1394076943397522,4.0,1.4832398,4.2,1.1661904,3.4,2.2,3.2,1.7776388,0.5715753436088562,7.462585926055908,500.0,14.8,2.1262926146984684,0.0,4.6,0.0002319933995482,3900,15.203987121582031
ia2c,2,20000000,-0.1427217274904251,6.1,1.2206556,6.9,1.8138357,6.5,0.92195445,6.4,1.3564659,0.5301854610443115,13.32165241241455,500.0,25.9,2.4827179929983685,0.0,2.7730849,0.0001809141108698,4000,26.928749084472656
maa2c,0,500000,-0.0372878983616828,0.0,0.0,0.1,0.29999998,0.1,0.29999998,0.4,0.48989797,4.53591775894165,17.518095016479492,500.0,0.6,2.31139032400024,0.0,0.66332495,0.0004578056050464,100,35.11076736450195
maa2c,0,1000000,-0.1503528505563736,0.0,0.0,0.1,0.29999998,0.1,0.29999998,0.2,0.4,3.7002570629119873,13.206663131713867,500.0,0.4,2.354610533801315,0.0,0.91651505,0.0002354313840671,200,26.714031219482425
