environment_steps,actor_loss,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,agent2/mean_episode_returns,agent2/std_episode_returns,entropy,loss,mean_episode_length,mean_episode_returns,mean_episode_time,std_episode_length,std_episode_returns,std_episode_time,updates,value_loss
893470,0.3716457188129425,0.3171131,0.22013225,0.35178572,0.18445371,0.23735118,0.19246309,2.304428577423096,5.783785820007324,24.8125,0.90625,0.1055704203124889,16.897554371861034,0.19515619,0.072234304638457,1791,10.82427978515625
903900,0.0849416255950927,0.36686242,0.27463076,0.33696827,0.25642082,0.19246563,0.15486705,2.1441094875335693,5.734430313110352,24.53333333333333,0.8962963,0.1077377384666457,16.973966995241728,0.20773783,0.0739470230164704,1812,11.298977851867676
914280,0.0621606931090354,0.41685516,0.28978935,0.2787103,0.24414301,0.23776786,0.25111187,2.133254051208496,8.237241744995117,20.25,0.9333333,0.0901532347000284,14.48059045757458,0.22607768,0.0662478002224484,1833,16.350162506103516
924670,0.1856916695833206,0.24833336,0.17014611,0.35063493,0.18345691,0.33436507,0.20577034,2.374675750732422,5.622517108917236,26.33333333333333,0.93333334,0.1115394642667221,14.476033833738978,0.24944381,0.0617097325934586,1854,10.873650550842283
935140,-0.3147660493850708,0.3550719,0.22887532,0.2577133,0.19072698,0.3372148,0.15361024,2.4435317516326904,8.279671669006348,22.3125,0.95,0.0942687392499692,12.48858854114427,0.19364916,0.0533678389401105,1875,17.188875198364258
945610,0.2423932701349258,0.22728176,0.14786643,0.19305556,0.16948429,0.39315477,0.2451505,2.2778117656707764,5.152732849121094,31.83333333333333,0.81349206,0.1389552772500337,15.635607510494186,0.33585122,0.0682072935160789,1896,9.8206787109375
955610,-0.4630061686038971,0.27883595,0.2485072,0.28380954,0.2326654,0.25068787,0.2276803,2.476440668106079,4.896937847137451,26.866666666666667,0.81333333,0.1116633289333246,15.010514833127996,0.37570673,0.0630817151398702,1916,10.719887733459473
965610,0.4669300019741058,0.23170426,0.19056241,0.4064119,0.17863984,0.33556807,0.23857675,2.106194496154785,7.044771671295166,21.73684210526316,0.9736842,0.0946666695789597,15.70733018710208,0.11164844,0.0690360376994056,1936,13.155683517456056
975810,-0.735160231590271,0.19386338,0.15244041,0.25320294,0.13107064,0.35293368,0.2259084,2.0137088298797607,5.1233649253845215,29.785714285714285,0.8,0.1281318363572024,16.204843065439114,0.33594218,0.0708690307562307,1957,11.717050552368164
986260,0.2648744583129883,0.3170635,0.22710459,0.19920635,0.18223296,0.32390872,0.25792676,2.270961284637451,5.26624059677124,26.4375,0.8401786,0.1135232801875361,14.654217609616694,0.29325837,0.0629427713978135,1978,10.002732276916504
996570,-0.2008938193321228,0.15452991,0.15041661,0.1717094,0.13739651,0.3617949,0.31527117,2.3023219108581543,3.758587598800659,33.23076923076923,0.6880342,0.1440827490000279,15.28777211798243,0.42002264,0.0667145176990181,1999,7.918962955474853
