entropy_coef,environment_steps,actor_loss,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,agent2/mean_episode_returns,agent2/std_episode_returns,entropy,loss,mean_episode_length,mean_episode_returns,mean_episode_time,std_episode_length,std_episode_returns,std_episode_time,updates,value_loss
0.001,220000,1.4633853435516355,0.15854979,0.22217141,0.12445888,0.1744742,0.36471862,0.32855543,3.48779296875,17.7645206451416,39.63636363636363,0.64772725,0.1762758749090277,14.88301489051882,0.35010028,0.0678526283740123,440,32.602272033691406
0.001,230000,1.1227781772613523,0.1,0.24083188,0.27333337,0.20319667,0.20333333,0.2557994,3.876976728439331,16.948150634765625,38.2,0.5766667,0.1639728254000601,15.15783625719713,0.3669847,0.0643067719414355,460,31.650745391845703
0.001,240000,-0.1556745320558548,0.13,0.26851445,0.091666676,0.14166668,0.14833334,0.16839933,3.4948108196258545,6.724560737609863,44.0,0.37000003,0.191985870200051,12.96919426949878,0.3541657,0.0557648415249586,480,13.760470390319824
0.001,250000,0.0483622327446937,0.20833334,0.19094066,0.1,0.2,0.029166669,0.059072696,3.644740104675293,7.503612041473389,43.7,0.33750004,0.1793821719998959,13.160927019021116,0.35573182,0.0543829492685906,500,14.910499572753906
0.001,260000,-0.6690111756324768,0.111666664,0.14143118,0.175,0.23702438,0.05,0.106718734,3.4708218574523926,5.7950639724731445,46.1,0.33666667,0.1893179687000156,7.828793010419933,0.36184707,0.0322438270783943,520,12.928150177001951
0.001,270000,-0.2892998456954956,0.042857148,0.09147321,0.15595238,0.13175619,0.02857143,0.057142865,3.5655691623687744,2.9572863578796387,50.0,0.22738095,0.2263651567999204,0.0,0.16957079,6.809848121159592e-05,540,6.493172645568848
0.001,280000,-0.8820077180862427,0.11212122,0.18655448,0.06363636,0.14937888,0.06666667,0.123091504,3.6080479621887207,2.4699950218200684,43.36363636363637,0.24242425,0.1790621273637705,14.208017757415751,0.38509893,0.0589267242203,560,6.704005718231201
0.001,290000,0.859749436378479,0.20021647,0.32300073,0.19718614,0.29912058,0.18181819,0.20858526,3.682645320892334,15.645318031311035,36.54545454545455,0.5792208,0.1640170309091114,16.483400114625713,0.42169213,0.0731411278981108,580,29.57113647460937
0.001,300000,0.4455471634864807,0.0888889,0.13877775,0.2563492,0.2929378,0.06666667,0.13333336,3.772806882858277,9.44875717163086,41.5,0.41190475,0.1769821280000542,13.477759457714033,0.4026274,0.0580067001379769,600,18.006420135498047
0.001,310000,-1.4535794258117676,0.14393939,0.20129289,0.045454547,0.1437399,0.15454546,0.30559522,3.2182867527008057,3.476731777191162,41.45454545454545,0.3439394,0.174624901545609,16.450275689116395,0.41695583,0.0678391131852375,620,9.86062240600586
0.001,320000,-0.2381400763988495,0.17803031,0.26596195,0.094696976,0.21028699,0.14999999,0.2196186,3.1744134426116943,9.725870132446287,39.36363636363637,0.4227273,0.1750972163636933,14.208017757415751,0.45295173,0.0621296319380399,640,19.92802047729492
0.001,330000,1.712340235710144,0.39163062,0.27422073,0.1497114,0.14096156,0.20541126,0.23417571,3.486244201660156,21.52483558654785,33.36363636363637,0.7467533,0.140257756727227,15.310559204042676,0.28623918,0.0659525663187997,660,39.62499237060547
0.001,340000,0.8818382620811462,0.26726192,0.28849378,0.11363637,0.28927097,0.14669913,0.16024087,3.440500497817993,9.102059364318848,39.63636363636363,0.5275974,0.1676755672727019,15.173378165678123,0.45350647,0.0647745418295181,680,16.44044303894043
0.001,350000,-0.6918978095054626,0.1590909,0.25239897,0.2121212,0.2690322,0.11666667,0.16892411,3.76931357383728,8.37265396118164,37.09090909090909,0.48787877,0.1645503334544958,16.746530416529136,0.47189125,0.0751373211366279,700,18.12910270690918
0.001,360000,0.9266492128372192,0.17390111,0.1483399,0.2752137,0.25415462,0.19081196,0.20053758,3.3283753395080566,9.243638038635254,32.15384615384615,0.6399267,0.1515122839229941,17.706348943229607,0.39149573,0.0837974060953773,720,16.63397789001465
0.001,370000,-0.0749291628599166,0.15666667,0.27610385,0.10761905,0.13989307,0.10666667,0.22150998,3.3227717876434326,5.202949047088623,41.2,0.37095237,0.1755695462000403,13.51147660324363,0.4280338,0.0553785734947232,740,10.555756568908691
